ApplNo,Form,DrugName,ActiveIngredient,ApplType,SponsorName,ApplicationDocsURL
20572,TABLET;ORAL,BUPHENYL,SODIUM PHENYLBUTYRATE,NDA,HORIZON THERAP US,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020572s025,020573s022lbl.pdf"
20573,POWDER;ORAL,BUPHENYL,SODIUM PHENYLBUTYRATE,NDA,HORIZON THERAP US,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020572s025,020573s022lbl.pdf"
20576,FOR SOLUTION;ORAL,CYSTADANE,BETAINE,NDA,RECORDATI RARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020576s014lbl.pdf
20578,IMPLANT;IMPLANTATION,ZOLADEX,GOSERELIN ACETATE,NDA,TERSERA,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/019726s059,020578s037lbl.pdf"
20579,CAPSULE;ORAL,FLOMAX,TAMSULOSIN HYDROCHLORIDE,NDA,SANOFI,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020579s033lbl.pdf
20583,SUSPENSION/DROPS;OPHTHALMIC,LOTEMAX,LOTEPREDNOL ETABONATE,NDA,BAUSCH AND LOMB,http://www.accessdata.fda.gov/drugsatfda_docs/label/1998/20583lbl.pdf
20587,AEROSOL;INTRAPLEURAL,SCLEROSOL,TALC,NDA,SCIARRA LABS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020587s006lbl.pdf
20588,SOLUTION;ORAL,RISPERDAL,RISPERIDONE,NDA,JANSSEN PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020588s073lbl.pdf
20589,SUSPENSION;ORAL,CHILDREN'S ADVIL,IBUPROFEN,NDA,GLAXOSMITHKLINE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020589Orig1s039lbl.pdf
20592,TABLET;ORAL,ZYPREXA,OLANZAPINE,NDA,LILLY,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s074,021086s048,021253s061lbl.pdf"
20596,SOLUTION;ORAL,EPIVIR,LAMIVUDINE,NDA,VIIV HLTHCARE,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020564s039,020596s038lbl.pdf"
20597,SOLUTION/DROPS;OPHTHALMIC,XALATAN,LATANOPROST,NDA,UPJOHN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020597s054lbl.pdf
20599,TABLET;ORAL,RILUTEK,RILUZOLE,NDA,COVIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020599s019lbl.pdf
20600,GEL;TOPICAL,TAZORAC,TAZAROTENE,NDA,ALLERGAN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020600s010lbl.pdf
20602,TABLET;ORAL,JUNIOR STRENGTH MOTRIN,IBUPROFEN,NDA,J AND J CONSUMER INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020602Orig1s013lbl.pdf
20603,SUSPENSION/DROPS;ORAL,CHILDREN'S MOTRIN,IBUPROFEN,NDA,J AND J CONSUMER INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020603Orig1s022lbl.pdf
20604,INJECTABLE;INJECTION,SEROSTIM,SOMATROPIN,BLA,EMD SERONO,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020604s093lbl.pdf
20607,"TABLET, DELAYED RELEASE;ORAL",ARTHROTEC,DICLOFENAC SODIUM; MISOPROSTOL,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020607s041lbl.pdf
20608,"SOLUTION;INJECTION, ORAL, RECTAL",OMNIPAQUE 300,IOHEXOL,NDA,GE HEALTHCARE,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/018956s113,020608s045lbl.pdf"
20610,CAPSULE;ORAL,COLAZAL,BALSALAZIDE DISODIUM,NDA,VALEANT PHARMS INTL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020610s025lbl.pdf
20612,PATCH;TOPICAL,LIDODERM,LIDOCAINE,NDA,TEIKOKU PHARMA USA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020612s014lbl.pdf
20615,INJECTABLE;INJECTION,DURACLON,CLONIDINE HYDROCHLORIDE,NDA,MYLAN INSTITUTIONAL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020615s003lbl.pdf
20622,INJECTABLE;SUBCUTANEOUS,COPAXONE,GLATIRAMER ACETATE,NDA,TEVA PHARMS USA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020622s115lbl.pdf
20623,TABLET;ORAL,ANZEMET,DOLASETRON MESYLATE,NDA,VALIDUS PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/020623s012lbl.pdf
20626,SPRAY;NASAL,IMITREX,SUMATRIPTAN,NDA,GLAXOSMITHKLINE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020626s027lbl.pdf
20629,CREAM;TOPICAL,DENAVIR,PENCICLOVIR,NDA,MYLAN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020629s019lbl.pdf
20630,INJECTABLE;INJECTION,ULTIVA,REMIFENTANIL HYDROCHLORIDE,NDA,MYLAN INSTITUTIONAL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020630s020lbl.pdf
20637,IMPLANT;INTRACRANIAL,GLIADEL,CARMUSTINE,NDA,AZURITY,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020637s029lbl.pdf
20639,TABLET;ORAL,SEROQUEL,QUETIAPINE FUMARATE,NDA,ASTRAZENECA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020639s072lbl.pdf
20641,SYRUP;ORAL,CLARITIN,LORATADINE,NDA,BAYER HEALTHCARE LLC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020641Orig1s046lbl.pdf
20645,SOLUTION;INTRAVENOUS,AMMONUL,SODIUM BENZOATE; SODIUM PHENYLACETATE,NDA,BAUSCH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020645s012lbl.pdf
20646,TABLET;ORAL,GABITRIL,TIAGABINE HYDROCHLORIDE,NDA,CEPHALON,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/020646s021lbl.pdf
20648,GEL;RECTAL,DIASTAT,DIAZEPAM,NDA,BAUSCH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020648s023lbl.pdf
20649,INJECTABLE;INJECTION,EDEX,ALPROSTADIL,NDA,AUXILIUM PHARMS LLC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020649s023lbl.pdf
20657,SOLUTION;ORAL,SPORANOX,ITRACONAZOLE,NDA,JANSSEN PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020657s038lbl.pdf
20659,SOLUTION;ORAL,NORVIR,RITONAVIR,NDA,ABBVIE,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022417Orig1s025,020659Orig1s073,209512Orig1s008lbl.pdf"
20670,"CREAM, SUPPOSITORY;TOPICAL, VAGINAL",MONISTAT 3 COMBINATION PACK,MICONAZOLE NITRATE,NDA,MEDTECH PRODUCTS,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/017450Orig1s075,020670Orig1s036,021261Orig1s025,021308Orig1s031lbl.pdf"
20671,INJECTABLE;INJECTION,HYCAMTIN,TOPOTECAN HYDROCHLORIDE,NDA,NOVARTIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020671s024lbl.pdf
20675,TABLET;ORAL,URSO 250,URSODIOL,NDA,ALLERGAN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020675s028lbl.pdf
20676,OINTMENT;VAGINAL,VAGISTAT-1,TIOCONAZOLE,NDA,COMBE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/020676Orig1s009lbl.pdf
20678,INJECTABLE;INJECTION,CLINIMIX E 2.75/5 SULFITE FREE W/ ELECT IN DEXTROSE 5% W/ CALCIUM IN PLASTIC CONTAINER,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",NDA,BAXTER HLTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020678s042lbl.pdf
20682,TABLET;ORAL,GLYSET,MIGLITOL,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020682s010lbl.pdf
20687,TABLET;ORAL,MIFEPREX,MIFEPRISTONE,NDA,DANCO LABS LLC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020687Orig1s025Lbl.pdf
20688,SOLUTION/DROPS;OPHTHALMIC,PATADAY TWICE DAILY RELIEF,OLOPATADINE HYDROCHLORIDE,NDA,ALCON LABS INC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020688s032,021545s022lbl.pdf"
20690,TABLET;ORAL,ARICEPT,DONEPEZIL HYDROCHLORIDE,NDA,EISAI INC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020690s042,021720s014,022568s011lbl.pdf"
20692,POWDER;INHALATION,SEREVENT,SALMETEROL XINAFOATE,NDA,GLAXOSMITHKLINE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020692s047lbl.pdf
20697,TABLET;ORAL,TASMAR,TOLCAPONE,NDA,BAUSCH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/020697s004lbl.pdf
20699,"CAPSULE, EXTENDED RELEASE;ORAL",EFFEXOR XR,VENLAFAXINE HYDROCHLORIDE,NDA,UPJOHN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020699s112lbl.pdf
20701,GEL;VAGINAL,CRINONE,PROGESTERONE,NDA,ALLERGAN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/020701s026lbl.pdf
20702,TABLET;ORAL,LIPITOR,ATORVASTATIN CALCIUM,NDA,UPJOHN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020702Orig1s079correctedlbl.pdf
20704,"TABLET, ORALLY DISINTEGRATING;ORAL",CLARITIN REDITABS,LORATADINE,NDA,BAYER HEALTHCARE LLC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020704Orig1s037lbl.pdf
20708,INJECTABLE;INJECTION,LUPRON DEPOT,LEUPROLIDE ACETATE,NDA,ABBVIE ENDOCRINE INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020708s038lblrpl.pdf
20710,SUSPENSION;ORAL,PAXIL,PAROXETINE HYDROCHLORIDE,NDA,APOTEX,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020031s079,020710s047lbl.pdf"
20712,"CAPSULE, EXTENDED RELEASE;ORAL",CARBATROL,CARBAMAZEPINE,NDA,TAKEDA PHARMS USA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020712s037lbl.pdf
20714,INHALANT;ORAL,NICOTROL,NICOTINE,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020714s018lbl.pdf
20715,INJECTABLE;INTRAMUSCULAR,TRELSTAR,TRIPTORELIN PAMOATE,NDA,VERITY,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020715s040,021288s035,022427s015lbl.pdf"
20717,TABLET;ORAL,PROVIGIL,MODAFINIL,NDA,CEPHALON,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020717s037s038lbl.pdf
20723,CREAM;TOPICAL,ALDARA,IMIQUIMOD,NDA,BAUSCH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020723s022lbl.pdf
20725,"CAPSULE, DELAYED RELEASE;ORAL",CREON,PANCRELIPASE (AMYLASE;LIPASE;PROTEASE),BLA,ABBVIE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020725s028lbl.pdf
20726,TABLET;ORAL,FEMARA,LETROZOLE,NDA,NOVARTIS PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020726s035lbl.pdf
20727,TABLET;ORAL,BIDIL,HYDRALAZINE HYDROCHLORIDE; ISOSORBIDE DINITRATE,NDA,AZURITY,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020727Orig1s012lbl.pdf
20734,INJECTABLE;INJECTION,CLINIMIX 2.75/5 SULFITE FREE IN DEXTROSE 5% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,NDA,BAXTER HLTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020734s037lbl.pdf
20742,SOLUTION;IRRIGATION,BSS,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE,NDA,ALCON,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020742s025s026lbl.pdf
20743,CREAM;TOPICAL,NORITATE,METRONIDAZOLE,NDA,BAUSCH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/020743s002lbl.pdf
20744,SUSPENSION;INTRATRACHEAL,CUROSURF,PORACTANT ALFA,BLA,CHIESI USA INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020744s043lbl.pdf
20746,"SPRAY, METERED;NASAL",RHINOCORT,BUDESONIDE,NDA,J AND J CONSUMER INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020746Orig1s037lbl.pdf
20747,TROCHE/LOZENGE;TRANSMUCOSAL,ACTIQ,FENTANYL CITRATE,NDA,CEPHALON,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020747s056lbl.pdf
20748,CREAM;TOPICAL,DIFFERIN,ADAPALENE,NDA,GALDERMA LABS LP,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20748lbl.pdf
20753,TABLET;ORAL,AROMASIN,EXEMESTANE,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020753s022lbl.pdf
20757,TABLET;ORAL,AVAPRO,IRBESARTAN,NDA,SANOFI AVENTIS US,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020757s074lbl.pdf
20758,TABLET;ORAL,AVALIDE,HYDROCHLOROTHIAZIDE; IRBESARTAN,NDA,SANOFI AVENTIS US,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020758s080lbl.pdf
20763,TABLET;ORAL,AMERGE,NARATRIPTAN HYDROCHLORIDE,NDA,GLAXOSMITHKLINE LLC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/020763s011lbl.pdf
20764,"TABLET, FOR SUSPENSION;ORAL",LAMICTAL CD,LAMOTRIGINE,NDA,GLAXOSMITHKLINE LLC,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020241s064,020764s057,022251s028lbl.pdf"
20766,CAPSULE;ORAL,XENICAL,ORLISTAT,NDA,CHEPLAPHARM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020766s038lbl.pdf
20768,TABLET;ORAL,ZOMIG,ZOLMITRIPTAN,NDA,IPR,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020768s023,021231s014,021450s010lbl.pdf"
20769,CREAM;TOPICAL,LOCOID LIPOCREAM,HYDROCORTISONE BUTYRATE,NDA,PRECISION DERMAT,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/020769s014lbl.pdf
20771,TABLET;ORAL,DETROL,TOLTERODINE TARTRATE,NDA,UPJOHN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020771s028lbl.pdf
20772,SOLUTION;ORAL,SUCRAID,SACROSIDASE,BLA,QOL MEDCL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020772Orig1s027Lbl.pdf
20779,TABLET;ORAL,VIRACEPT,NELFINAVIR MESYLATE,NDA,AGOURON PHARMS,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020778s042,020779s063,021503s025lbl.pdf"
20780,FOR SUSPENSION;ORAL,CIPRO,CIPROFLOXACIN,NDA,BAYER HLTHCARE,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/019537s093,020780s049lbl.pdf"
20782,"Tablet, Extended Release; Oral",DEPAKOTE ER,DIVALPROEX SODIUM,NDA,ABBOTT,http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/20782_depakote_lbl.pdf
20785,CAPSULE;ORAL,THALOMID,THALIDOMIDE,NDA,CELGENE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020785s069lbl.pdf
20786,"TABLET, EXTENDED RELEASE;ORAL",ALLEGRA-D 12 HOUR ALLERGY AND CONGESTION,FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,NDA,CHATTEM SANOFI,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/020786Origs035,021704Orig1s018lbl.pdf"
20788,TABLET;ORAL,PROPECIA,FINASTERIDE,NDA,ORGANON,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020788s030lbl.pdf
20789,CAPSULE;ORAL,ZONEGRAN,ZONISAMIDE,NDA,CONCORDIA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020789s036lbl.pdf
20793,SOLUTION;INTRAVENOUS,CAFCIT,CAFFEINE CITRATE,NDA,HIKMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020793s019lbl.pdf
20796,TABLET;ORAL,COMTAN,ENTACAPONE,NDA,ORION PHARMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/020796s026lbl.pdf
20800,"INJECTABLE;INTRAMUSCULAR, SUBCUTANEOUS",ADRENACLICK,EPINEPHRINE,NDA,IMPAX,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020800s040lbl.pdf
20801,"TABLET, CHEWABLE;ORAL",PEPCID AC,FAMOTIDINE,NDA,J AND J CONSUMER INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020801Orig1s020lbl.pdf
20802,TABLET;ORAL,EXCEDRIN (MIGRAINE),ACETAMINOPHEN; ASPIRIN; CAFFEINE,NDA,GLAXOSMITHKLINE CONS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020802Orig1s040lbl.pdf
20803,SUSPENSION/DROPS;OPHTHALMIC,ALREX,LOTEPREDNOL ETABONATE,NDA,BAUSCH AND LOMB,http://www.accessdata.fda.gov/drugsatfda_docs/label/1998/20803lbl.pdf
20805,SUSPENSION/DROPS;OTIC,CIPRO HC,CIPROFLOXACIN HYDROCHLORIDE; HYDROCORTISONE,NDA,NOVARTIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020805s011lbl.pdf
20808,INJECTABLE;INJECTION,VISIPAQUE 320,IODIXANOL,NDA,GE HEALTHCARE,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020351s054,020808s032lbl.pdf"
20812,SUSPENSION/DROPS;ORAL,INFANT'S ADVIL,IBUPROFEN,NDA,GLAXOSMITHKLINE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020812Orig1s024lbl.pdf
20815,TABLET;ORAL,EVISTA,RALOXIFENE HYDROCHLORIDE,NDA,LILLY,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020815s034lbl.pdf
20816,SUSPENSION/DROPS;OPHTHALMIC,AZOPT,BRINZOLAMIDE,NDA,NOVARTIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020816s023lbl.pdf
20818,TABLET;ORAL,DIOVAN HCT,HYDROCHLOROTHIAZIDE; VALSARTAN,NDA,NOVARTIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020818s080lbl.pdf
20819,SOLUTION;INTRAVENOUS,ZEMPLAR,PARICALCITOL,NDA,ABBVIE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020819Orig1s038lbl.pdf
20822,TABLET;ORAL,CELEXA,CITALOPRAM HYDROBROMIDE,NDA,ALLERGAN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020822s041lbl.pdf
20825,CAPSULE;ORAL,GEODON,ZIPRASIDONE HYDROCHLORIDE,NDA,VIATRIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020825s063lbl.pdf
20827,CREAM;VAGINAL,MONISTAT 3,MICONAZOLE NITRATE,NDA,MEDTECH PRODUCTS,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/017450Orig1s073,020670Orig1s035,020827Orig1s031,021261Orig1s024,021308Orig1s030lbl.pdf"
20829,TABLET;ORAL,SINGULAIR,MONTELUKAST SODIUM,NDA,ORGANON,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020829s074,020830s076,021409s052lbl.pdf"
20830,"TABLET, CHEWABLE;ORAL",SINGULAIR,MONTELUKAST SODIUM,NDA,ORGANON,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020829s074,020830s0760,021409s052lbl.pdf"
20832,SPONGE;TOPICAL,CHLORAPREP ONE-STEP,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,NDA,BECTON DICKINSON CO,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020832Orig1s036_REPLACEMENT_lbl.pdf
20833,POWDER;INHALATION,FLOVENT DISKUS 50,FLUTICASONE PROPIONATE,NDA,GLAXO GRP LTD,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020833s034lbl.pdf
20834,SOLUTION;TOPICAL,ROGAINE EXTRA STRENGTH (FOR MEN),MINOXIDIL,NDA,JOHNSON AND JOHNSON,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020834Orig1s014lbl.pdf
20835,TABLET;ORAL,ACTONEL,RISEDRONATE SODIUM,NDA,APIL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020835s052lbl.pdf
20837,SOLUTION;INHALATION,XOPENEX,LEVALBUTEROL HYDROCHLORIDE,NDA,AKORN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020837s044lbl.pdf
20838,TABLET;ORAL,ATACAND,CANDESARTAN CILEXETIL,NDA,ANI PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020838s041lbl.pdf
20839,TABLET;ORAL,PLAVIX,CLOPIDOGREL BISULFATE,NDA,SANOFI AVENTIS US,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020839s078lbl.pdf
20843,CAPSULE; ORAL,PROMETRIUM,PROGESTERONE,NDA,VIRTUS PHARMS,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/019781s017,020843s011lbl.pdf"
20844,CAPSULE;ORAL,TOPAMAX,TOPIRAMATE,NDA,JANSSEN PHARMS,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020505s062,020844s053lbl.pdf"
20845,GAS;INHALATION,INOMAX,NITRIC OXIDE,NDA,MALLINCKRODT HOSP,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020845s020lbl.pdf
20849,INJECTABLE;INJECTION,PROSOL 20% SULFITE FREE IN PLASTIC CONTAINER,AMINO ACIDS,NDA,BAXTER HLTHCARE,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/018931s055,020849s025lbl.pdf"
20850,TABLET;ORAL,MICARDIS,TELMISARTAN,NDA,BOEHRINGER INGELHEIM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020850s045lbl.pdf
20855,TABLET;ORAL,MESNEX,MESNA,NDA,BAXTER HLTHCARE,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/019884s016,020855s003lbl.pdf"
20857,TABLET;ORAL,COMBIVIR,LAMIVUDINE; ZIDOVUDINE,NDA,VIIV HLTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020857s034lbl.pdf
20859,CAPSULE;ORAL,SONATA,ZALEPLON,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020859s016lbl.pdf
20862,CAPSULE;ORAL,HECTOROL,DOXERCALCIFEROL,NDA,SANOFI,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020862s031,021027s034lbl.pdf"
20864,TABLET;ORAL,MAXALT,RIZATRIPTAN BENZOATE,NDA,ORGANON LLC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020864s023,020865s024lbl.pdf"
20865,"TABLET, ORALLY DISINTEGRATING;ORAL",MAXALT-MLT,RIZATRIPTAN BENZOATE,NDA,ORGANON,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020864s023,020865s024lbl.pdf"
20866,TABLET;ORAL,CYCLOSET,BROMOCRIPTINE MESYLATE,NDA,VEROSCIENCE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020866s012lbl.pdf
20869,SOLUTION/DROPS;OPHTHALMIC,COSOPT,DORZOLAMIDE HYDROCHLORIDE; TIMOLOL MALEATE,NDA,THEA PHARMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020869s042lbl.pdf
20870,"FILM, EXTENDED RELEASE;TRANSDERMAL",COMBIPATCH,ESTRADIOL; NORETHINDRONE ACETATE,NDA,NOVEN PHARMS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020870s023lbl.pdf
20872,TABLET;ORAL,ALLEGRA ALLERGY,FEXOFENADINE HYDROCHLORIDE,NDA,CHATTEM SANOFI,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020872s046lbl.pdf
20873,INJECTABLE;INTRAVENOUS,ANGIOMAX,BIVALIRUDIN,NDA,SANDOZ INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020873s039lbl.pdf
20882,TABLET;ORAL,NEURONTIN,GABAPENTIN,NDA,VIATRIS,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020235s069,020882s050,021129s050lbl.pdf"
20883,INJECTABLE;INJECTION,ARGATROBAN,ARGATROBAN,NDA,NOVARTIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020883s019lbl.pdf
20886,GEL;TOPICAL,PANRETIN,ALITRETINOIN,NDA,CONCORDIA,http://www.accessdata.fda.gov/drugsatfda_docs/label/1999/20886lbl.pdf
20888,Cream; Topical,LOTRIMIN AF,CLOTRIMAZOLE,NDA,SCHERING PLOUGH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20888s2lbl.pdf
20889,Lotion; Topical,LOTRIMIN AF,CLOTRIMAZOLE,NDA,SCHERING PLOUGH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20889s2lbl.pdf
20890,Solution; Topical,LOTRIMIN AF,CLOTRIMAZOLE,NDA,SCHERING PLOUGH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20890s2lbl.pdf
20892,SOLUTION;INTRAVESICAL,VALSTAR PRESERVATIVE FREE,VALRUBICIN,NDA,ENDO PHARM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/020892s019lbl.pdf
20895,TABLET;ORAL,VIAGRA,SILDENAFIL CITRATE,NDA,VIATRIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020895s048lbl.pdf
20896,TABLET;ORAL,XELODA,CAPECITABINE,NDA,HOFFMANN LA ROCHE,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020896s044s045s046s047s048s049s050s051lbl.pdf
20897,"TABLET, EXTENDED RELEASE;ORAL",DITROPAN XL,OXYBUTYNIN CHLORIDE,NDA,JANSSEN PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020897s038lbl.pdf
20898,INJECTABLE;INJECTION,THYROGEN,THYROTROPIN ALFA,BLA,GENZYME,http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/20898slr021_Thyrogen_lbl.pdf
20899,INJECTABLE;INJECTION,OPTISON,ALBUMIN HUMAN,NDA,GE HEALTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020899s024lbl.pdf
